codigo_acao,codigo_elemento_despesa,codigo_favorecido,codigo_funcao,codigo_grupo_despesa,codigo_orgao,codigo_orgao_superior,codigo_programa,codigo_subfuncao,codigo_unidade_gestora,data_pagamento,data_pagamento_original,gestao_pagamento,linguagem_cidada,nome_acao,nome_elemento_despesa,nome_favorecido,nome_funcao,nome_grupo_despesa,nome_orgao,nome_orgao_superior,nome_programa,nome_subfuncao,nome_unidade_gestora,numero_documento,valor,ano,mes
20PY,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2058,153,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Adequação de Organizações Militares do Exército,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Política Nacional de Defesa,Defesa Terrestre,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",36735.00,2014,7
20X7,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2058,153,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Emprego Conjunto ou Combinado das Forças Armadas,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Política Nacional de Defesa,Defesa Terrestre,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",389528.27,2014,7
20XK,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2058,153,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Logística Militar Terrestre,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Política Nacional de Defesa,Defesa Terrestre,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5186.98,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",13637.26,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",17221.00,2014,7
20X1,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2057,212,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Participação Brasileira em Missões de Paz,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Política Externa,Cooperação Internacional,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",44997.00,2014,7
2000,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,122,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Administração de unidade,Administração da Unidade,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Administração Geral,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",387523.00,2014,7
147F,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2058,126,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Implantação do Sistema de Defesa Cibernética,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Política Nacional de Defesa,Tecnologia da Informação,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",187250.00,2014,7
8965,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2058,128,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Capacitação Profissional Militar do Exército Brasileiro,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Política Nacional de Defesa,Formação de Recursos Humanos,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",19137.00,2014,7
14VW,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2058,153,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Apoio Logístico às Forças de Segurança Pública do Estado do Rio de Janeiro,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Política Nacional de Defesa,Defesa Terrestre,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",2485.00,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160062,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,CENTRO DE INTELIGENCIA DO EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",13734.00,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160111,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",235.00,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160111,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",963.79,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160118,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 4ª REGIÃO MILITAR,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",4979.55,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160118,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 4ª REGIÃO MILITAR,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",561.48,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160146,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 18 BRIGADA DE INF FRONTEIRA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",1654.61,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160146,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 18 BRIGADA DE INF FRONTEIRA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",170.00,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160148,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,BASE DE ADMINISTRAÇÃO E APOIO DO CMP,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",4600.40,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160148,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,BASE DE ADMINISTRAÇÃO E APOIO DO CMP,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",3729.90,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160158,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 13  BDA DE INFANTARIA MOTORIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",133.18,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160163,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 8 REGIAO MILITAR/8 DE,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",7980.12,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160163,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 8 REGIAO MILITAR/8 DE,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",1979.95,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160195,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DO COMANDO MILITAR DO NORDESTE,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",1211.00,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160209,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 15 BRIGADA DE INFANTARIA MECANIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",546.16,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160219,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 5A REGIAO MILITAR,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",1290.56,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160233,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 5º BRIGADA DE CAVALARIA BLINDADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",1659.96,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160244,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DE ARTILHARIA DIVISIONARIA DA 1 DE,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",1800.00,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160344,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 7 BRIGADA DE INFANTARIA MOTORIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",80.00,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160349,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5955.00,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160364,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",4821.65,2014,7
2866,52,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,4,52121,52000,2108,183,160364,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Equipamentos e Material Permanente,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Investimentos,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",430.00,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160380,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",959.70,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160395,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO DO COMANDO MILITAR DO SUL,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",4088.50,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160413,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,CMDO 3 DIVISAO DE EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5982.89,2014,7
2866,39,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160413,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Outros Serviços de Terceiros - Pessoa Jurídica,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,CMDO 3 DIVISAO DE EXERCITO,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5444.32,2014,7
2866,30,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5,3,52121,52000,2108,183,160422,,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado","Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",,Ações de Caráter Sigiloso,Material de Consumo,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",Defesa Nacional,Outras Despesas Correntes,COMANDO DO EXERCITO,MINISTERIO DA DEFESA,Programa de Gestão e Manutenção do Ministério da Defesa,Informação e Inteligência,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA,"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado",5996.57,2014,7
